# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q155
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q600390,Darci Vargas,,,br,br
Q600887,William Salles de Lima Souza Júnior,,,br,br
Q601133,Antônio Callado,,,br,br
Q601214,"Carlos Frederico Lecor, Viscount of Laguna",,,br,br
Q586708,Paulo César Batista,,,br,br
Q587694,DJ Marlboro,,,br,br
Q588716,Glaci Zancan,,,br,br
Q588715,José Rodrigues Neto,,,br,br
Q591114,Geraldo Dutra Pereira,,,br,br
Q604284,Jairo Guedez,,,br,br
Q604315,José Ignacio Abreu y Lima,,,br,br
Q604340,Hélio Oiticica,,,br,br
Q498246,Giuseppe Occhialini,,,br,br
Q498524,Danilo Neco,,,br,br
Q498914,Milton Bororo Pessanha,,,br,br
Q499883,Wallace Oliveira dos Santos,,,br,br
Q600064,Juliana Alves,,,br,br
Q600323,Daniel Mendes,,,br,br
Q599624,Thiago Carleto,,,br,br
Q600087,Rogério Dutra Silva,,,br,br
Q1709618,José Ronaldo Ribeiro,,,br,br
Q1709619,José Romão Martenetz,,,br,br
Q1709660,José da Conceição,,,br,br
Q1709671,José Ubiratan Lopes,,,br,br
Q1709673,José Valdeci Santos Mendes,,,br,br
Q1709690,José Vieira de Lima,,,br,br
Q601308,Antonio Carlos Félix,,,br,br
Q601318,Antonio Carlos Robert Moraes,,,br,br
Q601384,Héber Lopes,,,br,br
Q601373,Willamis de Souza Silva,,,br,br
Q2478187,Carolina Ferraz,,,br,br
Q2479881,Ilisaine David,,,br,br
Q2479940,Lilian Gonçalves,,,br,br
Q2480182,Antônio Frederico de Castro Alves,,,br,br
Q593656,Anna Maria Maiolino,,,br,br
Q593650,José Guilherme Baldocchi,,,br,br
Q593943,Edgar Bruno da Silva,,,br,br
Q594158,Anton Sepp,,,br,br
Q602653,Ana Tiemi,,,br,br
Q602525,Roberto Firmino,,,br,br
Q2513269,Nana Gouvêa,,,br,br
Q2513347,Vera Lúcia Machado,,,br,br
Q2513353,Vera Pedrosa Martíns de Almeida,,,br,br
Q2518193,Marcelo Anderson da Silva,,,br,br
Q2519043,Joaquim Pedro de Andrade,,,br,br
Q602311,Lucas Mendes,,,br,br
Q601752,Jorge Wagner,,,br,br
Q601977,Kiko Loureiro,,,br,br
Q1710162,João Hipólito de Morais,,,br,br
Q1710163,João Itiberê da Cunha,,,br,br
Q1710167,João Luiz Ferreira da Silva,,,br,br
Q1710178,João Nílton dos Santos Souza,,,br,br
Q1710179,João Oneres Marchiori,,,br,br
